name,rating,acs,kd_diff,adr,kpr,apr,fpr,hs,kast,event
"Jrfobb
Stac",,85,0.87,192.0,0.88,69%,144.7,0.71,0.24,Challengers League 2024 Oceania: Stage 3
"WisdomCats
TTS",,114,0.87,178.6,0.87,67%,119.1,0.63,0.23,Challengers League 2024 Oceania: Stage 3
"ezk
iPGN",,174,0.85,174.8,0.79,68%,123.0,0.59,0.26,Challengers League 2024 Oceania: Stage 3
"HoangBao2
Vatl",,109,0.84,169.8,0.73,70%,117.1,0.58,0.23,Challengers League 2024 Oceania: Stage 3
"Shinon
BNDT",,111,0.83,160.2,0.78,71%,109.6,0.57,0.36,Challengers League 2024 Oceania: Stage 3
"Wintr
DING",(+1),109,0.83,175.0,0.78,59%,122.0,0.60,0.17,Challengers League 2024 Oceania: Stage 3
"d4tt
DING",,58,0.83,149.3,0.66,64%,101.5,0.50,0.24,Challengers League 2024 Oceania: Stage 3
"TOUT
Peac",,86,0.83,150.5,0.79,64%,101.2,0.53,0.26,Challengers League 2024 Oceania: Stage 3
"Dakku
E5 W",,71,0.82,217.8,0.78,56%,145.8,0.70,0.18,Challengers League 2024 Oceania: Stage 3
"SpArrowing
RNP",,225,0.80,129.0,0.62,72%,90.9,0.43,0.37,Challengers League 2024 Oceania: Stage 3
"Tisoyy
RNP",,44,0.80,141.5,0.85,61%,94.2,0.52,0.20,Challengers League 2024 Oceania: Stage 3
"Malak
DING",,51,0.78,106.0,0.54,65%,73.6,0.37,0.29,Challengers League 2024 Oceania: Stage 3
"Peanut
Vatl",(+1),243,0.77,165.5,0.71,65%,113.0,0.56,0.25,Challengers League 2024 Oceania: Stage 3
"akanekay
DING",,58,0.77,146.0,0.63,57%,93.9,0.50,0.31,Challengers League 2024 Oceania: Stage 3
"Changarang
NE",,35,0.75,163.0,0.65,63%,101.1,0.57,0.34,Challengers League 2024 Oceania: Stage 3
"Larry
NE",,35,0.73,151.5,0.63,54%,99.6,0.54,0.14,Challengers League 2024 Oceania: Stage 3
"Alucard
iPGN",,32,0.68,163.0,0.63,56%,106.3,0.53,0.34,Challengers League 2024 Oceania: Stage 3
"Daylight
E5 W",,71,0.67,141.8,0.58,51%,95.3,0.49,0.15,Challengers League 2024 Oceania: Stage 3
"Cyth
E5 W",,71,0.65,163.5,0.63,52%,101.5,0.56,0.17,Challengers League 2024 Oceania: Stage 3
"BREW
TTS",,52,0.64,159.5,0.71,63%,104.9,0.58,0.10,Challengers League 2024 Oceania: Stage 3
"MINAMI
NE",,35,0.63,159.5,0.56,51%,104.3,0.51,0.14,Challengers League 2024 Oceania: Stage 3
"BRU
DING",,109,0.63,174.6,0.69,50%,116.4,0.58,0.20,Challengers League 2024 Oceania: Stage 3
"DeathBlade
E5 W",,71,0.58,134.3,0.52,49%,87.6,0.45,0.18,Challengers League 2024 Oceania: Stage 3
"Inah
BNDT",(+1),74,0.57,130.5,0.56,64%,90.6,0.47,0.26,Challengers League 2024 Oceania: Stage 3
"bo0ming
E5 W",,71,0.57,169.3,0.54,51%,119.4,0.49,0.13,Challengers League 2024 Oceania: Stage 3
"제리zzzz
Stac",,41,0.48,111.0,0.44,44%,71.3,0.37,0.15,Challengers League 2024 Oceania: Stage 3
"Hubeq
NE",,35,0.43,104.5,0.36,43%,72.6,0.34,0.06,Challengers League 2024 Oceania: Stage 3
"PapiChulo
NAOS",,500,1.32,218.3,1.49,85%,139.3,0.81,0.41,Challengers League 2024 Philippines: Split 2
"marky
OAS",(+4),685,1.23,234.4,1.31,82%,152.0,0.83,0.31,Challengers League 2024 Philippines: Split 2
"kellyS
OAS",(+2),685,1.22,254.2,1.25,77%,170.4,0.87,0.34,Challengers League 2024 Philippines: Split 2
"PatrickWatson
CW",(+1),660,1.22,286.5,1.36,75%,184.2,1.04,0.17,Challengers League 2024 Philippines: Split 2
"xavi8k
OAS",(+2),685,1.18,228.3,1.25,77%,150.1,0.80,0.26,Challengers League 2024 Philippines: Split 2
"tomix
BSTL",,183,1.17,271.0,1.24,74%,183.9,0.95,0.19,Challengers League 2024 Philippines: Split 2
"Zeus
AVN",(+1),400,1.17,266.5,1.20,72%,169.7,0.92,0.19,Challengers League 2024 Philippines: Split 2
"JA
NAOS",(+2),500,1.17,250.4,1.37,74%,165.3,0.91,0.18,Challengers League 2024 Philippines: Split 2
"Dignified
MEOW",(+2),356,1.15,201.9,1.17,73%,133.6,0.76,0.38,Challengers League 2024 Philippines: Split 2
"PatMen
ZOL",(+6),639,1.14,248.6,1.24,75%,163.4,0.89,0.32,Challengers League 2024 Philippines: Split 2
"Satobaby
AIM",,68,1.14,242.3,1.30,72%,158.9,0.88,0.18,Challengers League 2024 Philippines: Split 2
"ZYND
ZOL",(+2),639,1.13,228.3,1.25,72%,152.3,0.83,0.18,Challengers League 2024 Philippines: Split 2
"n9sty
AIM",,68,1.13,250.0,1.12,72%,157.4,0.81,0.22,Challengers League 2024 Philippines: Split 2
"johms
IVY",(+1),130,1.12,239.3,1.16,77%,149.2,0.85,0.38,Challengers League 2024 Philippines: Split 2
"Denz
AVN",(+3),473,1.12,239.9,1.19,71%,162.2,0.85,0.25,Challengers League 2024 Philippines: Split 2
"Mojer
NAOS",,500,1.12,248.5,1.15,77%,163.2,0.82,0.24,Challengers League 2024 Philippines: Split 2
"Haimerej
AIM",,68,1.10,219.7,1.15,79%,155.9,0.78,0.28,Challengers League 2024 Philippines: Split 2
"Nexi
NAOS",(+1),500,1.10,197.3,1.04,76%,132.4,0.68,0.40,Challengers League 2024 Philippines: Split 2
"Witz
OAS",(+3),685,1.06,197.1,1.02,75%,130.2,0.68,0.42,Challengers League 2024 Philippines: Split 2
"astr0
CW",,660,1.06,202.0,1.03,78%,133.0,0.71,0.45,Challengers League 2024 Philippines: Split 2
"Sovano
QT",(+1),405,1.06,242.7,1.12,73%,157.0,0.86,0.16,Challengers League 2024 Philippines: Split 2
"Kevzii
ZOL",(+2),639,1.05,194.1,1.00,75%,134.5,0.67,0.40,Challengers League 2024 Philippines: Split 2
"LoyDreaM
JST",(+5),510,1.05,233.4,1.12,75%,153.9,0.83,0.28,Challengers League 2024 Philippines: Split 2
"Yort
QT",(+2),362,1.04,188.2,0.94,72%,127.1,0.64,0.45,Challengers League 2024 Philippines: Split 2
"par scofield
JST",(+2),510,1.04,240.4,1.10,68%,161.1,0.85,0.20,Challengers League 2024 Philippines: Split 2
"Grooovy
QT",(+3),426,1.04,214.4,0.99,73%,141.3,0.70,0.34,Challengers League 2024 Philippines: Split 2
"Repulsive
JST",,399,1.04,183.1,0.92,77%,116.9,0.60,0.53,Challengers League 2024 Philippines: Split 2
"Ichisolo
CW",(+1),660,1.04,198.7,1.03,72%,135.3,0.69,0.23,Challengers League 2024 Philippines: Split 2
"jEEE
ZOL",(+1),300,1.03,190.3,0.99,73%,122.2,0.68,0.39,Challengers League 2024 Philippines: Split 2
"Emman
NAOS",(+3),500,1.02,188.7,1.03,74%,127.1,0.68,0.29,Challengers League 2024 Philippines: Split 2
"DubsteP
OAS",(+3),685,1.02,181.2,0.98,76%,114.2,0.65,0.37,Challengers League 2024 Philippines: Split 2
"iMage
BSTL",,89,1.01,192.3,0.97,72%,125.8,0.69,0.21,Challengers League 2024 Philippines: Split 2
"Uyen
CW",(+3),613,1.01,204.2,0.99,74%,139.1,0.70,0.32,Challengers League 2024 Philippines: Split 2
"GabbyDiz
QT",(+3),426,1.01,187.9,1.00,70%,127.8,0.69,0.32,Challengers League 2024 Philippines: Split 2
"Chanyboi
CW",(+2),660,1.01,184.2,0.90,75%,120.0,0.63,0.45,Challengers League 2024 Philippines: Split 2
"Sevy
AIM",,68,1.00,178.0,1.02,76%,109.5,0.63,0.31,Challengers League 2024 Philippines: Split 2
"FallX
MEOW",(+2),392,1.00,234.9,1.05,68%,152.1,0.82,0.17,Challengers League 2024 Philippines: Split 2
"choosie
IVY",,167,1.00,231.6,0.92,65%,155.6,0.74,0.23,Challengers League 2024 Philippines: Split 2
"HydraKid
AVN",(+2),260,1.00,199.5,0.88,68%,136.5,0.66,0.42,Challengers League 2024 Philippines: Split 2
"SecondLove
JST",(+4),510,1.00,194.5,1.00,71%,133.4,0.69,0.28,Challengers League 2024 Philippines: Split 2
"JoshF
IVY",,167,0.98,188.3,0.90,71%,124.9,0.67,0.43,Challengers League 2024 Philippines: Split 2
"Owen q t
MEOW",(+1),418,0.98,191.3,0.88,71%,126.1,0.64,0.40,Challengers League 2024 Philippines: Split 2
"irismonstah
TYR",(+2),419,0.98,204.4,1.04,69%,140.0,0.74,0.18,Challengers League 2024 Philippines: Split 2
"boy j
BSTL",,159,0.97,204.3,1.00,74%,128.7,0.72,0.31,Challengers League 2024 Philippines: Split 2
"gabo
CW",,47,0.97,165.0,1.00,79%,116.0,0.57,0.19,Challengers League 2024 Philippines: Split 2
"Achuwi
SNAP",,18,0.97,207.0,0.85,56%,139.9,0.61,0.11,Challengers League 2024 Philippines: Split 2
"eur
AVN",(+3),492,0.96,187.5,0.86,70%,126.1,0.65,0.34,Challengers League 2024 Philippines: Split 2
"Xty
AVN",(+4),515,0.95,182.5,0.90,70%,119.9,0.65,0.29,Challengers League 2024 Philippines: Split 2
"Law
BSTL",(+2),183,0.94,172.3,0.86,69%,116.7,0.57,0.30,Challengers League 2024 Philippines: Split 2
"Aeonyx
MEOW",,418,0.94,191.6,0.93,68%,131.8,0.67,0.21,Challengers League 2024 Philippines: Split 2
"Jacobbb
QT",,310,0.94,201.4,0.98,70%,134.0,0.72,0.17,Challengers League 2024 Philippines: Split 2
"Yukxx
TYR",(+5),476,0.93,216.3,0.95,67%,144.2,0.76,0.24,Challengers League 2024 Philippines: Split 2
"magicss
AIM",,68,0.92,198.3,0.87,66%,126.3,0.69,0.28,Challengers League 2024 Philippines: Split 2
"YoungPork
SVR",(+6),374,0.91,205.7,0.92,67%,141.7,0.72,0.21,Challengers League 2024 Philippines: Split 2
"Chowdy
TYR",(+7),584,0.90,176.3,0.80,71%,117.6,0.60,0.38,Challengers League 2024 Philippines: Split 2
"Ash
TYR",(+7),540,0.90,211.0,0.90,68%,143.8,0.73,0.26,Challengers League 2024 Philippines: Split 2
"micr0
ZOL",(+3),339,0.90,166.1,0.78,70%,105.5,0.56,0.36,Challengers League 2024 Philippines: Split 2
"Kakarot
ZOL",(+4),639,0.90,198.7,0.91,68%,133.2,0.69,0.24,Challengers League 2024 Philippines: Split 2
"rkz
IVY",,167,0.89,191.6,0.89,66%,128.4,0.66,0.18,Challengers League 2024 Philippines: Split 2
"N1ER
TYR",(+4),584,0.89,208.6,0.93,65%,139.5,0.74,0.17,Challengers League 2024 Philippines: Split 2
"exotic
MEOW",,130,0.89,226.5,0.95,67%,154.1,0.82,0.12,Challengers League 2024 Philippines: Split 2
"SyKo
JST",(+3),472,0.89,183.0,0.85,71%,120.7,0.65,0.32,Challengers League 2024 Philippines: Split 2
"Chaze
TYR",(+2),435,0.88,175.1,0.80,72%,115.5,0.59,0.37,Challengers League 2024 Philippines: Split 2
"DizzyFps
MEOW",(+3),376,0.88,193.7,0.91,68%,129.5,0.67,0.24,Challengers League 2024 Philippines: Split 2
"Cleon
SVR",,47,0.88,164.5,0.73,66%,119.1,0.51,0.26,Challengers League 2024 Philippines: Split 2
"Erz4h
QT",(+2),201,0.88,171.4,0.79,72%,109.4,0.60,0.37,Challengers League 2024 Philippines: Split 2
"f1s
COPM",,115,0.88,128.0,0.67,71%,80.1,0.44,0.31,Challengers League 2024 Philippines: Split 2
"Tr1X
IVY",(+2),167,0.86,170.6,0.83,69%,110.0,0.62,0.29,Challengers League 2024 Philippines: Split 2
"Ayni
SNAP",,75,0.85,208.5,0.79,56%,128.9,0.67,0.19,Challengers League 2024 Philippines: Split 2
"Funky
BSTL",(+1),183,0.83,164.4,0.81,66%,111.2,0.59,0.28,Challengers League 2024 Philippines: Split 2
"Zeus
SNAP",,57,0.80,183.7,0.76,56%,126.8,0.65,0.16,Challengers League 2024 Philippines: Split 2
"Foods
SVR",,374,0.76,195.2,0.76,59%,128.7,0.66,0.16,Challengers League 2024 Philippines: Split 2
"Prophecy
SNAP",,75,0.76,157.0,0.72,57%,108.9,0.56,0.13,Challengers League 2024 Philippines: Split 2
"Stazy
JST",(+2),149,0.75,167.8,0.73,65%,113.3,0.58,0.33,Challengers League 2024 Philippines: Split 2
"Minori
SVR",(+1),149,0.73,171.4,0.75,58%,113.7,0.62,0.18,Challengers League 2024 Philippines: Split 2
"SLY
AVN",(+2),320,0.72,138.0,0.67,63%,98.7,0.50,0.25,Challengers League 2024 Philippines: Split 2
"nateflix
SNAP",,75,0.72,155.3,0.68,57%,101.9,0.53,0.31,Challengers League 2024 Philippines: Split 2
"Sanji
SVR",(+1),262,0.67,139.8,0.55,65%,90.0,0.46,0.29,Challengers League 2024 Philippines: Split 2
"Hirenkyaku
SVR",(+5),327,0.65,161.5,0.65,58%,107.5,0.55,0.16,Challengers League 2024 Philippines: Split 2
"Pau
SNAP",,75,0.65,143.0,0.57,59%,97.2,0.47,0.29,Challengers League 2024 Philippines: Split 2
"wes
IVY",,37,0.61,138.5,0.54,68%,94.9,0.41,0.32,Challengers League 2024 Philippines: Split 2
"cms
SVR",(+4),337,0.59,141.9,0.57,56%,103.1,0.49,0.16,Challengers League 2024 Philippines: Split 2
"theia
FLY.R",,27,1.79,271.0,4.29,89%,159.4,1.11,0.78,Game Changers 2024 North America: Series 3
"florescent
SR",,228,1.45,312.5,1.75,81%,199.1,1.08,0.25,Game Changers 2024 North America: Series 3
"rayne
MESO",,49,1.42,304.0,1.50,73%,169.3,1.04,0.10,Game Changers 2024 North America: Series 3
"Raven
Bric",(+1),213,1.41,272.4,1.59,82%,174.7,0.95,0.42,Game Changers 2024 North America: Series 3
"cuteasa
Tena",,156,1.40,295.9,1.49,80%,192.1,1.04,0.28,Game Changers 2024 North America: Series 3
"iridescent
Cold",,210,1.39,287.0,1.56,74%,178.2,1.01,0.34,Game Changers 2024 North America: Series 3
"dodonut
FLY.R",,246,1.39,282.7,1.59,82%,179.6,0.98,0.31,Game Changers 2024 North America: Series 3
"avery
oomf",(+1),216,1.36,232.7,1.60,81%,150.6,0.83,0.48,Game Changers 2024 North America: Series 3
"Zoue
VR.GC",,147,1.35,270.0,1.45,78%,165.5,0.93,0.27,Game Changers 2024 North America: Series 3
"wlloh
Tena",,156,1.33,249.3,1.44,78%,158.1,0.90,0.21,Game Changers 2024 North America: Series 3
"panday
oomf",,46,1.28,238.5,1.43,85%,168.0,0.87,0.39,Game Changers 2024 North America: Series 3
"Fall
Give",,37,1.28,179.0,1.26,78%,104.8,0.65,0.68,Game Changers 2024 North America: Series 3
"Australis
Thri",(+1),112,1.27,252.3,1.35,78%,161.0,0.86,0.42,Game Changers 2024 North America: Series 3
"Logic
Bric",(+1),213,1.25,231.9,1.48,77%,146.2,0.84,0.17,Game Changers 2024 North America: Series 3
"StarBound
FLY.R",(+1),246,1.23,211.1,1.39,79%,140.3,0.75,0.32,Game Changers 2024 North America: Series 3
"Stay
SaD",,113,1.23,285.8,1.31,69%,173.1,0.96,0.18,Game Changers 2024 North America: Series 3
"cia
Catn",,90,1.22,249.5,1.40,80%,171.5,0.93,0.26,Game Changers 2024 North America: Series 3
"apple
Bric",(+2),213,1.22,242.5,1.31,76%,164.6,0.86,0.23,Game Changers 2024 North America: Series 3
"sonder
FLY.R",(+2),246,1.22,226.3,1.21,78%,138.9,0.79,0.43,Game Changers 2024 North America: Series 3
"karie
oomf",(+2),216,1.21,207.8,1.34,79%,139.3,0.75,0.35,Game Changers 2024 North America: Series 3
"ShreyUwU
Waff",,117,1.21,232.0,1.17,75%,157.6,0.81,0.35,Game Changers 2024 North America: Series 3
"miyara
Thri",,112,1.20,208.3,1.28,78%,134.8,0.69,0.44,Game Changers 2024 North America: Series 3
"3DWN
SaD",,113,1.19,201.2,1.35,76%,131.1,0.72,0.15,Game Changers 2024 North America: Series 3
"Kazler
RF.GC",,188,1.19,208.0,1.19,76%,130.8,0.73,0.37,Game Changers 2024 North America: Series 3
"ira
mini",,114,1.19,234.0,1.22,73%,157.1,0.83,0.32,Game Changers 2024 North America: Series 3
"mili
RF.GC",,188,1.19,241.6,1.28,74%,163.7,0.88,0.16,Game Changers 2024 North America: Series 3
"Battison
Give",,203,1.19,298.3,1.28,70%,193.4,1.02,0.21,Game Changers 2024 North America: Series 3
"awpi
Bumb",,36,1.19,232.5,1.29,78%,172.2,0.86,0.19,Game Changers 2024 North America: Series 3
"calsushi
TDY",,84,1.18,213.3,1.17,71%,139.0,0.74,0.27,Game Changers 2024 North America: Series 3
"L4CE
FLY.R",(+1),219,1.18,195.2,1.25,80%,123.8,0.73,0.38,Game Changers 2024 North America: Series 3
"k1m
RTL",,203,1.18,220.2,1.30,75%,139.7,0.80,0.32,Game Changers 2024 North America: Series 3
"meL
SR",,228,1.17,218.6,1.17,80%,137.1,0.74,0.41,Game Changers 2024 North America: Series 3
"alexis
SR",,228,1.17,184.3,1.13,76%,114.1,0.67,0.54,Game Changers 2024 North America: Series 3
"misu
RF.GC",,188,1.17,219.0,1.20,73%,141.6,0.76,0.36,Game Changers 2024 North America: Series 3
"Yeji
Bumb",,192,1.16,228.6,1.37,76%,152.6,0.85,0.21,Game Changers 2024 North America: Series 3
"oranges
TDY",(+1),84,1.16,258.3,1.29,74%,161.1,0.96,0.13,Game Changers 2024 North America: Series 3
"Noia
SR",,228,1.16,212.5,1.22,74%,142.9,0.75,0.31,Game Changers 2024 North America: Series 3
"evv
FLY.R",,246,1.15,199.0,1.14,79%,131.3,0.69,0.36,Game Changers 2024 North America: Series 3
"Nora
SOL",,122,1.15,235.3,1.22,76%,146.4,0.81,0.35,Game Changers 2024 North America: Series 3
"SUPERKAT
oomf",(+3),216,1.14,203.1,1.24,74%,132.8,0.74,0.26,Game Changers 2024 North America: Series 3
"jcey
Cold",,210,1.14,207.5,1.23,77%,134.9,0.72,0.39,Game Changers 2024 North America: Series 3
"k0rupt
SOL",(+1),122,1.14,226.8,1.14,75%,150.6,0.78,0.38,Game Changers 2024 North America: Series 3
"rayne
U4RI",,100,1.14,234.2,1.12,72%,160.6,0.82,0.39,Game Changers 2024 North America: Series 3
"ElyS
Bric",,213,1.13,255.5,1.22,74%,166.0,0.88,0.12,Game Changers 2024 North America: Series 3
"panini
oomf",(+1),170,1.13,212.3,1.12,76%,133.3,0.73,0.36,Game Changers 2024 North America: Series 3
"ketarys
Thri",,76,1.13,181.0,1.17,83%,122.7,0.64,0.49,Game Changers 2024 North America: Series 3
"marceline
SOL",,122,1.12,249.7,1.18,66%,156.6,0.86,0.16,Game Changers 2024 North America: Series 3
"jaleena
Catn",,82,1.12,215.7,1.22,73%,148.7,0.76,0.27,Game Changers 2024 North America: Series 3
"Biffy
SaD",,113,1.12,262.3,1.14,78%,179.7,0.88,0.21,Game Changers 2024 North America: Series 3
"zev
Even",(+1),189,1.11,277.0,1.21,70%,179.5,0.96,0.22,Game Changers 2024 North America: Series 3
"valusia
Give",,166,1.11,239.3,1.18,75%,154.3,0.84,0.37,Game Changers 2024 North America: Series 3
"jid
RTL",(+1),203,1.11,193.5,1.08,73%,134.7,0.68,0.45,Game Changers 2024 North America: Series 3
"svv
Cold",,210,1.11,208.9,1.07,70%,133.8,0.70,0.31,Game Changers 2024 North America: Series 3
"deejay
Cold",,160,1.10,236.8,1.21,71%,155.0,0.83,0.16,Game Changers 2024 North America: Series 3
"lover
mini",,114,1.10,231.3,1.27,72%,156.1,0.86,0.18,Game Changers 2024 North America: Series 3
"sabooboo
RF.GC",,188,1.09,209.3,1.11,78%,132.4,0.73,0.43,Game Changers 2024 North America: Series 3
"Hyungwonho
VR.GC",,164,1.09,197.9,1.05,75%,124.8,0.70,0.43,Game Changers 2024 North America: Series 3
"rover
mini",,114,1.08,180.5,1.14,77%,123.3,0.64,0.33,Game Changers 2024 North America: Series 3
"WIRE
VR.GC",,164,1.08,232.0,1.09,70%,153.1,0.82,0.34,Game Changers 2024 North America: Series 3
"speq
Bumb",(+1),192,1.08,225.4,1.12,73%,150.1,0.80,0.44,Game Changers 2024 North America: Series 3
"svnny
Even",,189,1.08,196.4,1.04,74%,126.7,0.69,0.46,Game Changers 2024 North America: Series 3
"bunnybee
oomf",,216,1.08,246.0,1.13,70%,154.1,0.85,0.22,Game Changers 2024 North America: Series 3
"Starlight
MESO",,109,1.07,183.4,1.15,72%,124.1,0.70,0.28,Game Changers 2024 North America: Series 3
"colby
Thri",,112,1.07,251.3,1.17,77%,153.4,0.91,0.32,Game Changers 2024 North America: Series 3
"Coax
SaD",,113,1.07,150.2,0.98,76%,99.7,0.56,0.48,Game Changers 2024 North America: Series 3
"Ellie
Para",,49,1.06,247.0,1.38,59%,167.3,0.96,0.10,Game Changers 2024 North America: Series 3
"Slandy
MESO",(+1),165,1.05,162.5,0.92,72%,108.5,0.58,0.50,Game Changers 2024 North America: Series 3
"Gia
VR.GC",(+1),164,1.05,167.8,0.87,71%,107.1,0.57,0.57,Game Changers 2024 North America: Series 3
"TeddyIsFluffy
MESO",,55,1.05,236.7,0.96,84%,132.0,0.78,0.76,Game Changers 2024 North America: Series 3
"qrthur
AURA",,72,1.05,267.5,1.12,60%,174.5,0.89,0.21,Game Changers 2024 North America: Series 3
"Aniemal
MESO",,165,1.04,209.8,0.98,70%,138.6,0.70,0.19,Game Changers 2024 North America: Series 3
"bitty
mini",,95,1.04,174.0,0.93,71%,116.9,0.60,0.41,Game Changers 2024 North America: Series 3
"kora
Catn",,133,1.04,276.8,1.02,76%,184.2,0.93,0.19,Game Changers 2024 North America: Series 3
"paper
U4RI",,132,1.04,235.1,1.12,67%,147.8,0.86,0.17,Game Changers 2024 North America: Series 3
"always
Tena",,156,1.04,186.1,0.99,71%,115.9,0.63,0.43,Game Changers 2024 North America: Series 3
"maddie
VO B",,40,1.03,246.0,1.16,68%,154.1,0.90,0.15,Game Changers 2024 North America: Series 3
"Elab0rate
SOL",,122,1.03,193.8,1.13,75%,132.7,0.70,0.24,Game Changers 2024 North America: Series 3
"MochiMei
RTL",,203,1.03,161.5,0.93,77%,101.7,0.57,0.50,Game Changers 2024 North America: Series 3
"Bells
RTL",,203,1.02,202.1,0.97,71%,129.7,0.67,0.35,Game Changers 2024 North America: Series 3
"aneXcks
Ebon",,148,1.02,285.0,1.17,68%,188.9,0.99,0.20,Game Changers 2024 North America: Series 3
"Kestrel
BAG",,37,1.01,236.0,1.03,57%,153.1,0.86,0.08,Game Changers 2024 North America: Series 3
"habibti
MESO",(+1),165,1.01,234.0,1.11,66%,153.9,0.84,0.15,Game Changers 2024 North America: Series 3
"Kiiromine
RTL",,203,1.01,255.9,1.17,65%,159.5,0.88,0.20,Game Changers 2024 North America: Series 3
"souhm
wate",,119,1.00,207.9,0.91,73%,131.0,0.68,0.45,Game Changers 2024 North America: Series 3
"Rogue
Para",,87,1.00,230.8,1.06,67%,154.0,0.83,0.20,Game Changers 2024 North America: Series 3
"trushi
Ebon",,148,1.00,216.1,1.13,64%,151.9,0.80,0.15,Game Changers 2024 North America: Series 3
"stupidseal9
Thri",,112,1.00,211.7,1.13,71%,142.6,0.79,0.13,Game Changers 2024 North America: Series 3
"sarahcat
SR",,228,0.99,194.1,0.99,74%,133.1,0.69,0.28,Game Changers 2024 North America: Series 3
"unfeel
Tena",,156,0.98,136.6,0.81,71%,97.9,0.48,0.25,Game Changers 2024 North America: Series 3
"Spooky
Skyl",,164,0.98,231.1,0.98,68%,157.4,0.82,0.24,Game Changers 2024 North America: Series 3
"array
Tena",,156,0.98,200.1,0.90,67%,130.0,0.67,0.42,Game Changers 2024 North America: Series 3
"abbie2k
Waff",(+1),117,0.98,225.0,1.01,62%,141.5,0.79,0.20,Game Changers 2024 North America: Series 3
"E11ie
Even",,189,0.98,181.0,0.93,74%,121.6,0.62,0.30,Game Changers 2024 North America: Series 3
"milkteaboards
Catn",,172,0.97,226.3,0.99,61%,140.2,0.78,0.22,Game Changers 2024 North America: Series 3
"alyssayye
Even",,189,0.97,194.0,1.04,67%,137.0,0.70,0.18,Game Changers 2024 North America: Series 3
"urinals
wate",,119,0.97,183.0,0.92,70%,119.9,0.64,0.39,Game Changers 2024 North America: Series 3
"hyessica
Catn",,172,0.96,165.4,0.79,70%,110.9,0.52,0.33,Game Changers 2024 North America: Series 3
"elysiu
Catn",,39,0.96,199.5,1.00,62%,135.5,0.69,0.13,Game Changers 2024 North America: Series 3
"lavender
Pixy",,95,0.96,201.5,1.07,65%,148.6,0.79,0.11,Game Changers 2024 North America: Series 3
"Angle
Catn",,172,0.95,153.1,0.79,72%,95.1,0.52,0.42,Game Changers 2024 North America: Series 3
"harosir
Cold",(+1),210,0.95,164.6,0.93,66%,113.7,0.60,0.27,Game Changers 2024 North America: Series 3
"moni
VR.GC",,164,0.95,189.3,1.00,70%,123.6,0.69,0.16,Game Changers 2024 North America: Series 3
"Jar Jar
Mizz",(+1),128,0.95,194.6,0.81,64%,125.6,0.63,0.34,Game Changers 2024 North America: Series 3
"Buhms
Even",(+1),189,0.95,191.3,0.93,73%,112.6,0.67,0.35,Game Changers 2024 North America: Series 3
"Clocracy
Bumb",,192,0.94,187.2,0.95,71%,119.9,0.66,0.37,Game Changers 2024 North America: Series 3
"odessaca
Give",,203,0.94,187.5,0.86,75%,122.9,0.63,0.46,Game Changers 2024 North America: Series 3
"melya
SOL",(+1),122,0.93,169.2,0.96,70%,111.7,0.61,0.20,Game Changers 2024 North America: Series 3
"Pangu
Awak",,73,0.93,189.0,0.82,66%,127.0,0.64,0.27,Game Changers 2024 North America: Series 3
"Sunden
wate",,119,0.93,171.3,0.84,68%,112.0,0.61,0.37,Game Changers 2024 North America: Series 3
"Luna1
Skyl",,164,0.93,232.0,0.94,72%,143.4,0.76,0.26,Game Changers 2024 North America: Series 3
"Aku
Pres",,73,0.93,203.8,0.91,64%,133.8,0.73,0.15,Game Changers 2024 North America: Series 3
"aurelia
Bumb",,192,0.93,171.0,1.02,69%,120.9,0.63,0.15,Game Changers 2024 North America: Series 3
"My200Ping
Nati",,76,0.92,188.0,0.77,63%,124.1,0.63,0.26,Game Changers 2024 North America: Series 3
"dejah
Drea",,91,0.92,214.3,1.00,68%,137.3,0.76,0.16,Game Changers 2024 North America: Series 3
